Data,Czas,Data,Produkt,ISIN,Opis,Kurs,Zmiana,,Saldo,,Identyfikator zlecenia
26-01-2021,16:33,26-01-2021,CD PROJEKT RED SA,PLOPTTC00011,DEGIRO Opłata Transakcyjna,,EUR,"-0,12",EUR,"437,97",264ecefd-d694-459a-b894-626b3595a5cd
26-01-2021,16:33,26-01-2021,CD PROJEKT RED SA,PLOPTTC00011,DEGIRO Opłata Transakcyjna,,EUR,"-0,22",EUR,"438,09",264ecefd-d694-459a-b894-626b3595a5cd
26-01-2021,16:33,26-01-2021,CD PROJEKT RED SA,PLOPTTC00011,Sprzedaż 2 CD PROJEKT RED SA@297 PLN (PLOPTTC00011),,PLN,"594,00",PLN,"594,00",264ecefd-d694-459a-b894-626b3595a5cd
26-01-2021,12:04,25-01-2021,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Konwersja funduszu gotówkowego: Zakup 241,9131 przy  0,9806 EUR",,,,EUR,"438,31",
25-01-2021,16:29,25-01-2021,APPLE INC. - COMMON ST,US0378331005,FX Withdrawal,"1,2133",USD,"-288,44",USD,"0,00",28e89a0c-aab9-4d73-8934-60be3c85f146
25-01-2021,16:29,25-01-2021,APPLE INC. - COMMON ST,US0378331005,FX Credit,,EUR,"237,73",EUR,"438,31",28e89a0c-aab9-4d73-8934-60be3c85f146
25-01-2021,16:29,25-01-2021,APPLE INC. - COMMON ST,US0378331005,DEGIRO Opłata Transakcyjna,,EUR,"-0,01",EUR,"200,58",28e89a0c-aab9-4d73-8934-60be3c85f146
25-01-2021,16:29,25-01-2021,APPLE INC. - COMMON ST,US0378331005,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"200,59",28e89a0c-aab9-4d73-8934-60be3c85f146
25-01-2021,16:29,25-01-2021,APPLE INC. - COMMON ST,US0378331005,"Sprzedaż 2 APPLE INC. - COMMON ST@144,22 USD (US0378331005)",,USD,"288,44",USD,"288,44",28e89a0c-aab9-4d73-8934-60be3c85f146
25-01-2021,14:16,22-01-2021,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Konwersja funduszu gotówkowego: Zakup 191,9132 przy  0,9806 EUR",,,,EUR,"201,09",
22-01-2021,16:08,22-01-2021,MICROSOFT CORPORATION,US5949181045,FX Withdrawal,"1,2189",USD,"-230,00",USD,"0,00",67c9edd8-664b-4b05-a9c8-0c1a81ef8e36
22-01-2021,16:08,22-01-2021,MICROSOFT CORPORATION,US5949181045,FX Credit,,EUR,"188,69",EUR,"201,09",67c9edd8-664b-4b05-a9c8-0c1a81ef8e36
22-01-2021,16:08,22-01-2021,MICROSOFT CORPORATION,US5949181045,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"12,40",67c9edd8-664b-4b05-a9c8-0c1a81ef8e36
22-01-2021,16:08,22-01-2021,MICROSOFT CORPORATION,US5949181045,Sprzedaż 1 MICROSOFT CORPORATION@230 USD (US5949181045),,USD,"230,00",USD,"230,00",67c9edd8-664b-4b05-a9c8-0c1a81ef8e36
22-01-2021,12:04,21-01-2021,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Konwersja funduszu gotówkowego: Zakup 0,0202 przy  0,9806 EUR",,,,EUR,"12,90",
21-01-2021,12:04,20-01-2021,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Konwersja funduszu gotówkowego: Sprzedaż 592,3523 przy 0,9807 EUR",,EUR,"0,06",EUR,"12,90",
21-01-2021,08:08,20-01-2021,,,FX Withdrawal,,EUR,"0,02",EUR,"12,84",
21-01-2021,08:08,20-01-2021,,,FX Withdrawal,"4,5331",PLN,"-0,12",PLN,"0,00",
21-01-2021,00:00,20-01-2021,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Zmiana ceny funduszu gotówkowego (EUR),,EUR,"-0,06",EUR,"12,82",
20-01-2021,15:43,20-01-2021,,,Wypłata,,PLN,"-3625,00",PLN,"0,12",
20-01-2021,15:43,20-01-2021,EUR/PLN,,FX Credit,"4,5319",PLN,"3625,12",PLN,"3625,12",
20-01-2021,15:43,20-01-2021,EUR/PLN,,FX Withdrawal,,EUR,"-800,00",EUR,"12,88",
20-01-2021,15:39,20-01-2021,ALIBABA GROUP HOLDING,US01609W1027,FX Withdrawal,"1,2114",USD,"-266,00",USD,"0,00",e1df3ee3-c878-4903-a544-5020ecb1e276
20-01-2021,15:39,20-01-2021,ALIBABA GROUP HOLDING,US01609W1027,FX Credit,,EUR,"219,58",EUR,"812,88",e1df3ee3-c878-4903-a544-5020ecb1e276
20-01-2021,15:39,20-01-2021,ALIBABA GROUP HOLDING,US01609W1027,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"593,30",e1df3ee3-c878-4903-a544-5020ecb1e276
20-01-2021,15:39,20-01-2021,ALIBABA GROUP HOLDING,US01609W1027,Sprzedaż 1 ALIBABA GROUP HOLDING@266 USD (US01609W1027),,USD,"266,00",USD,"266,00",e1df3ee3-c878-4903-a544-5020ecb1e276
20-01-2021,12:11,19-01-2021,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Konwersja funduszu gotówkowego: Zakup 419,0273 przy  0,9807 EUR",,,,EUR,"593,80",
19-01-2021,15:32,19-01-2021,ALIBABA GROUP HOLDING,US01609W1027,FX Withdrawal,"1,2152",USD,"-500,00",USD,"0,00",921f031a-3c52-4c10-844c-9619c5aef542
19-01-2021,15:32,19-01-2021,ALIBABA GROUP HOLDING,US01609W1027,FX Credit,,EUR,"411,45",EUR,"593,80",921f031a-3c52-4c10-844c-9619c5aef542
19-01-2021,15:32,19-01-2021,ALIBABA GROUP HOLDING,US01609W1027,DEGIRO Opłata Transakcyjna,,EUR,"-0,01",EUR,"182,35",921f031a-3c52-4c10-844c-9619c5aef542
19-01-2021,15:32,19-01-2021,ALIBABA GROUP HOLDING,US01609W1027,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"182,36",921f031a-3c52-4c10-844c-9619c5aef542
19-01-2021,15:32,19-01-2021,ALIBABA GROUP HOLDING,US01609W1027,Sprzedaż 2 ALIBABA GROUP HOLDING@250 USD (US01609W1027),,USD,"500,00",USD,"500,00",921f031a-3c52-4c10-844c-9619c5aef542
14-01-2021,00:00,13-01-2021,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Zmiana ceny funduszu gotówkowego (EUR),,EUR,"-0,02",EUR,"182,86",
12-01-2021,00:00,11-01-2021,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Zmiana ceny funduszu gotówkowego (EUR),,EUR,"-0,02",EUR,"182,88",
11-01-2021,12:03,08-01-2021,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Konwersja funduszu gotówkowego: Zakup 0,6817 przy  0,981 EUR",,,,EUR,"182,90",
11-01-2021,00:00,10-01-2021,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Zmiana ceny funduszu gotówkowego (EUR),,EUR,"-0,02",EUR,"182,90",
08-01-2021,12:09,07-01-2021,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Konwersja funduszu gotówkowego: Sprzedaż 1 411,4564 przy 0,981 EUR",,,,EUR,"182,92",
08-01-2021,08:15,07-01-2021,,,FX Withdrawal,,EUR,"0,81",EUR,"182,92",
08-01-2021,08:15,07-01-2021,,,FX Withdrawal,"4,5188",PLN,"-3,70",PLN,"0,00",
07-01-2021,21:57,07-01-2021,MICROSOFT CORPORATION,US5949181045,FX Credit,"1,2253",USD,"218,32",USD,"0,00",e3dcabd0-720c-4de5-9b9c-b85e9db774a8
07-01-2021,21:57,07-01-2021,MICROSOFT CORPORATION,US5949181045,FX Withdrawal,,EUR,"-178,18",EUR,"182,11",e3dcabd0-720c-4de5-9b9c-b85e9db774a8
07-01-2021,21:57,07-01-2021,MICROSOFT CORPORATION,US5949181045,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"360,29",e3dcabd0-720c-4de5-9b9c-b85e9db774a8
07-01-2021,21:57,07-01-2021,MICROSOFT CORPORATION,US5949181045,"Kupno 1 MICROSOFT CORPORATION@218,32 USD (US5949181045)",,USD,"-218,32",USD,"-218,32",e3dcabd0-720c-4de5-9b9c-b85e9db774a8
07-01-2021,21:56,07-01-2021,ALIBABA GROUP HOLDING,US01609W1027,FX Credit,"1,2252",USD,"453,06",USD,"0,00",a0bed245-27a9-4019-af6f-32063b5aa518
07-01-2021,21:56,07-01-2021,ALIBABA GROUP HOLDING,US01609W1027,FX Withdrawal,,EUR,"-369,79",EUR,"360,79",a0bed245-27a9-4019-af6f-32063b5aa518
07-01-2021,21:56,07-01-2021,ALIBABA GROUP HOLDING,US01609W1027,DEGIRO Opłata Transakcyjna,,EUR,"-0,01",EUR,"730,58",a0bed245-27a9-4019-af6f-32063b5aa518
07-01-2021,21:56,07-01-2021,ALIBABA GROUP HOLDING,US01609W1027,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"730,59",a0bed245-27a9-4019-af6f-32063b5aa518
07-01-2021,21:56,07-01-2021,ALIBABA GROUP HOLDING,US01609W1027,"Kupno 2 ALIBABA GROUP HOLDING@226,53 USD (US01609W1027)",,USD,"-453,06",USD,"-453,06",a0bed245-27a9-4019-af6f-32063b5aa518
07-01-2021,21:56,07-01-2021,TESLA MOTORS INC. - C,US88160R1014,FX Withdrawal,"1,2276",USD,"-816,00",USD,"0,00",3b3a6760-7580-45b2-be59-65a37bc018f6
07-01-2021,21:56,07-01-2021,TESLA MOTORS INC. - C,US88160R1014,FX Credit,,EUR,"664,70",EUR,"731,09",3b3a6760-7580-45b2-be59-65a37bc018f6
07-01-2021,21:56,07-01-2021,TESLA MOTORS INC. - C,US88160R1014,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"66,39",3b3a6760-7580-45b2-be59-65a37bc018f6
07-01-2021,21:56,07-01-2021,TESLA MOTORS INC. - C,US88160R1014,Sprzedaż 1 TESLA MOTORS INC. - C@816 USD (US88160R1014),,USD,"816,00",USD,"816,00",3b3a6760-7580-45b2-be59-65a37bc018f6
07-01-2021,17:47,07-01-2021,,,Wypłata,,PLN,"-6770,00",PLN,"3,70",
07-01-2021,17:43,07-01-2021,EUR/PLN,,FX Credit,"4,5168",PLN,"6773,70",PLN,"6773,70",
07-01-2021,17:43,07-01-2021,EUR/PLN,,FX Withdrawal,,EUR,"-1500,00",EUR,"66,89",
07-01-2021,12:39,06-01-2021,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Konwersja funduszu gotówkowego: Zakup 1 411,1198 przy  0,9811 EUR",,EUR,"-0,14",EUR,"1566,89",
07-01-2021,00:00,06-01-2021,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Zmiana ceny funduszu gotówkowego (EUR),,EUR,"-0,02",EUR,"1567,03",
06-01-2021,15:43,06-01-2021,ALPHABET INC. - CLASS A,US02079K3059,FX Withdrawal,"1,2321",USD,"-1706,44",USD,"0,00",16db6d4a-0d6a-4dfe-adf2-91dc2cd7a2b8
06-01-2021,15:43,06-01-2021,ALPHABET INC. - CLASS A,US02079K3059,FX Credit,,EUR,"1384,95",EUR,"1567,05",16db6d4a-0d6a-4dfe-adf2-91dc2cd7a2b8
06-01-2021,15:43,06-01-2021,ALPHABET INC. - CLASS A,US02079K3059,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"182,10",16db6d4a-0d6a-4dfe-adf2-91dc2cd7a2b8
06-01-2021,15:43,06-01-2021,ALPHABET INC. - CLASS A,US02079K3059,"Sprzedaż 1 ALPHABET INC. - CLASS A@1 706,44 USD (US02079K3059)",,USD,"1706,44",USD,"1706,44",16db6d4a-0d6a-4dfe-adf2-91dc2cd7a2b8
05-01-2021,12:40,04-01-2021,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Konwersja funduszu gotówkowego: Sprzedaż 2,5478 przy 0,9811 EUR",,,,EUR,"182,60",
04-01-2021,11:08,31-12-2020,,,DEGIRO Exchange Connection Fee 2020 (Borse Frankfurt - FRA),,EUR,"-2,50",EUR,"182,60",
04-01-2021,00:00,03-01-2021,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Zmiana ceny funduszu gotówkowego (EUR),,EUR,"-0,02",EUR,"185,10",
30-12-2020,00:00,29-12-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Zmiana ceny funduszu gotówkowego (EUR),,EUR,"-0,02",EUR,"185,11",
29-12-2020,12:08,28-12-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Konwersja funduszu gotówkowego: Zakup 0,2374 przy  0,9813 EUR",,,,EUR,"185,13",
28-12-2020,13:32,24-12-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Konwersja funduszu gotówkowego: Sprzedaż 569,1594 przy 0,9814 EUR",,EUR,"0,06",EUR,"185,13",
28-12-2020,00:00,27-12-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Zmiana ceny funduszu gotówkowego (EUR),,EUR,"-0,08",EUR,"185,08",
25-12-2020,07:56,24-12-2020,,,FX Withdrawal,,EUR,"0,29",EUR,"185,15",
25-12-2020,07:56,24-12-2020,,,FX Withdrawal,"1,2198",USD,"-0,36",USD,"0,00",
24-12-2020,15:35,24-12-2020,ALIBABA GROUP HOLDING,US01609W1027,FX Credit,"1,2175",USD,"679,50",USD,"0,36",c87a0740-839d-4bd2-87aa-0cf3224ea6ab
24-12-2020,15:35,24-12-2020,ALIBABA GROUP HOLDING,US01609W1027,FX Withdrawal,,EUR,"-558,12",EUR,"184,86",c87a0740-839d-4bd2-87aa-0cf3224ea6ab
24-12-2020,15:35,24-12-2020,ALIBABA GROUP HOLDING,US01609W1027,DEGIRO Opłata Transakcyjna,,EUR,"-0,01",EUR,"742,98",c87a0740-839d-4bd2-87aa-0cf3224ea6ab
24-12-2020,15:35,24-12-2020,ALIBABA GROUP HOLDING,US01609W1027,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"742,99",c87a0740-839d-4bd2-87aa-0cf3224ea6ab
24-12-2020,15:35,24-12-2020,ALIBABA GROUP HOLDING,US01609W1027,"Kupno 3 ALIBABA GROUP HOLDING@226,5 USD (US01609W1027)",,USD,"-679,50",USD,"-679,14",c87a0740-839d-4bd2-87aa-0cf3224ea6ab
24-12-2020,13:13,23-12-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Konwersja funduszu gotówkowego: Zakup 22,6185 przy  0,9815 EUR",,,,EUR,"743,49",
24-12-2020,07:33,23-12-2020,ELECTRONIC ARTS INC. -,US2855121099,Dywidenda,,USD,"0,51",USD,"0,36",
24-12-2020,07:33,23-12-2020,ELECTRONIC ARTS INC. -,US2855121099,Podatek Dywidendowy,,USD,"-0,15",USD,"-0,15",
24-12-2020,00:00,23-12-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Zmiana ceny funduszu gotówkowego (EUR),,EUR,"-0,07",EUR,"743,49",
23-12-2020,12:03,22-12-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Konwersja funduszu gotówkowego: Zakup 1,1411 przy  0,9815 EUR",,,,EUR,"743,57",
23-12-2020,07:48,22-12-2020,,,FX Withdrawal,,EUR,"22,20",EUR,"743,57",
23-12-2020,07:48,22-12-2020,,,FX Withdrawal,"4,5045",PLN,"-100,00",PLN,"0,00",
22-12-2020,12:57,22-12-2020,,,Opłata za płatność Trustly-Sofort,,EUR,"-1,00",EUR,"721,37",
22-12-2020,12:57,22-12-2020,,,Depozyt Trustly / Sofort,,PLN,"100,00",PLN,"100,00",
22-12-2020,12:04,21-12-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Konwersja funduszu gotówkowego: Zakup 0,0152 przy  0,9815 EUR",,,,EUR,"722,37",
22-12-2020,08:03,21-12-2020,,,FX Withdrawal,,EUR,"2,12",EUR,"722,37",
22-12-2020,08:03,21-12-2020,,,FX Withdrawal,"1,2257",USD,"-2,60",USD,"0,00",
21-12-2020,14:08,17-12-2020,ALLIANZ CHINA EQUITY-P USD I,LU0348832204,Dywidenda,,USD,"2,60",USD,"2,60",
21-12-2020,12:03,18-12-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Konwersja funduszu gotówkowego: Zakup 149,0781 przy  0,9816 EUR",,EUR,"-0,01",EUR,"720,25",
21-12-2020,00:00,20-12-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Zmiana ceny funduszu gotówkowego (EUR),,EUR,"-0,06",EUR,"720,26",
18-12-2020,21:51,18-12-2020,ACTIVISION BLIZZARD I,US00507V1098,FX Withdrawal,"1,2256",USD,"-180,00",USD,"0,00",2672b95f-97b4-43da-a9f6-071ee96b8258
18-12-2020,21:51,18-12-2020,ACTIVISION BLIZZARD I,US00507V1098,FX Credit,,EUR,"146,86",EUR,"720,32",2672b95f-97b4-43da-a9f6-071ee96b8258
18-12-2020,21:51,18-12-2020,ACTIVISION BLIZZARD I,US00507V1098,DEGIRO Opłata Transakcyjna,,EUR,"-0,01",EUR,"573,46",2672b95f-97b4-43da-a9f6-071ee96b8258
18-12-2020,21:51,18-12-2020,ACTIVISION BLIZZARD I,US00507V1098,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"573,47",2672b95f-97b4-43da-a9f6-071ee96b8258
18-12-2020,21:51,18-12-2020,ACTIVISION BLIZZARD I,US00507V1098,Sprzedaż 2 ACTIVISION BLIZZARD I@90 USD (US00507V1098),,USD,"180,00",USD,"180,00",2672b95f-97b4-43da-a9f6-071ee96b8258
18-12-2020,12:33,17-12-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Konwersja funduszu gotówkowego: Zakup 538,9735 przy  0,9817 EUR",,EUR,"-0,05",EUR,"573,97",
18-12-2020,00:00,17-12-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Zmiana ceny funduszu gotówkowego (EUR),,EUR,"-0,00",EUR,"574,03",
17-12-2020,21:41,17-12-2020,TESLA MOTORS INC. - C,US88160R1014,FX Withdrawal,"1,2273",USD,"-650,00",USD,"0,00",5fce8dc5-c388-45a2-a2f3-88508a20df79
17-12-2020,21:41,17-12-2020,TESLA MOTORS INC. - C,US88160R1014,FX Credit,,EUR,"529,61",EUR,"574,03",5fce8dc5-c388-45a2-a2f3-88508a20df79
17-12-2020,21:41,17-12-2020,TESLA MOTORS INC. - C,US88160R1014,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"44,42",5fce8dc5-c388-45a2-a2f3-88508a20df79
17-12-2020,21:41,17-12-2020,TESLA MOTORS INC. - C,US88160R1014,Sprzedaż 1 TESLA MOTORS INC. - C@650 USD (US88160R1014),,USD,"650,00",USD,"650,00",5fce8dc5-c388-45a2-a2f3-88508a20df79
15-12-2020,12:19,14-12-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Konwersja funduszu gotówkowego: Zakup 2,4342 przy  0,9817 EUR",,,,EUR,"44,92",
14-12-2020,12:46,11-12-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Konwersja funduszu gotówkowego: Sprzedaż 249,5357 przy 0,9818 EUR",,EUR,"0,02",EUR,"44,92",
14-12-2020,00:00,13-12-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Zmiana ceny funduszu gotówkowego (EUR),,EUR,"-0,03",EUR,"44,90",
13-12-2020,07:37,11-12-2020,,,FX Withdrawal,,EUR,"2,25",EUR,"44,92",
13-12-2020,07:37,11-12-2020,,,FX Withdrawal,"1,2126",USD,"-2,74",USD,"0,00",
13-12-2020,07:37,11-12-2020,,,FX Withdrawal,,EUR,"0,14",EUR,"42,67",
13-12-2020,07:37,11-12-2020,,,FX Withdrawal,"4,4464",PLN,"-0,64",PLN,"0,00",
11-12-2020,16:01,11-12-2020,,,Wypłata,,PLN,"-443,00",PLN,"0,64",
11-12-2020,16:01,11-12-2020,EUR/PLN,,FX Credit,"4,4369",PLN,"443,64",PLN,"443,64",
11-12-2020,16:01,11-12-2020,EUR/PLN,,FX Withdrawal,,EUR,"-100,00",EUR,"42,53",
11-12-2020,15:50,11-12-2020,CD PROJEKT RED SA,PLOPTTC00011,FX Credit,"4,4381",PLN,"641,20",PLN,"0,00",0bb27628-7a1f-460e-9c30-2d69d3f61fb7
11-12-2020,15:50,11-12-2020,CD PROJEKT RED SA,PLOPTTC00011,FX Withdrawal,,EUR,"-144,48",EUR,"142,53",0bb27628-7a1f-460e-9c30-2d69d3f61fb7
11-12-2020,15:50,11-12-2020,CD PROJEKT RED SA,PLOPTTC00011,DEGIRO Opłata Transakcyjna,,EUR,"-0,13",EUR,"287,01",0bb27628-7a1f-460e-9c30-2d69d3f61fb7
11-12-2020,15:50,11-12-2020,CD PROJEKT RED SA,PLOPTTC00011,DEGIRO Opłata Transakcyjna,,EUR,"-0,23",EUR,"287,14",0bb27628-7a1f-460e-9c30-2d69d3f61fb7
11-12-2020,15:50,11-12-2020,CD PROJEKT RED SA,PLOPTTC00011,"Kupno 2 CD PROJEKT RED SA@320,6 PLN (PLOPTTC00011)",,PLN,"-641,20",PLN,"-641,20",0bb27628-7a1f-460e-9c30-2d69d3f61fb7
11-12-2020,14:15,10-12-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Konwersja funduszu gotówkowego: Sprzedaż 1 541,6336 przy 0,9818 EUR",,,,EUR,"287,37",
11-12-2020,08:34,10-12-2020,MICROSOFT CORPORATION,US5949181045,Dywidenda,,USD,"3,92",USD,"2,74",
11-12-2020,08:34,10-12-2020,MICROSOFT CORPORATION,US5949181045,Podatek Dywidendowy,,USD,"-1,18",USD,"-1,18",
10-12-2020,15:33,10-12-2020,ALPHABET INC. - CLASS A,US02079K3059,FX Credit,"1,2103",USD,"1746,65",USD,"0,00",13d62c44-4899-4031-98b2-29824b4563cc
10-12-2020,15:33,10-12-2020,ALPHABET INC. - CLASS A,US02079K3059,FX Withdrawal,,EUR,"-1443,17",EUR,"287,37",13d62c44-4899-4031-98b2-29824b4563cc
10-12-2020,15:33,10-12-2020,ALPHABET INC. - CLASS A,US02079K3059,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"1730,54",13d62c44-4899-4031-98b2-29824b4563cc
10-12-2020,15:33,10-12-2020,ALPHABET INC. - CLASS A,US02079K3059,"Kupno 1 ALPHABET INC. - CLASS A@1 746,65 USD (US02079K3059)",,USD,"-1746,65",USD,"-1746,65",13d62c44-4899-4031-98b2-29824b4563cc
10-12-2020,15:22,09-12-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Konwersja funduszu gotówkowego: Sprzedaż 1 380,8126 przy 0,9819 EUR",,EUR,"0,14",EUR,"1731,04",
10-12-2020,13:31,10-12-2020,CD PROJEKT RED SA,PLOPTTC00011,FX Credit,"4,4300",PLN,"360,80",PLN,"0,00",90eda9bb-cd8f-43b4-ac1a-848f85cb3720
10-12-2020,13:31,10-12-2020,CD PROJEKT RED SA,PLOPTTC00011,FX Withdrawal,,EUR,"-81,44",EUR,"1730,91",90eda9bb-cd8f-43b4-ac1a-848f85cb3720
10-12-2020,13:31,10-12-2020,CD PROJEKT RED SA,PLOPTTC00011,DEGIRO Opłata Transakcyjna,,EUR,"-0,07",EUR,"1812,35",90eda9bb-cd8f-43b4-ac1a-848f85cb3720
10-12-2020,13:31,10-12-2020,CD PROJEKT RED SA,PLOPTTC00011,DEGIRO Opłata Transakcyjna,,EUR,"-0,23",EUR,"1812,42",90eda9bb-cd8f-43b4-ac1a-848f85cb3720
10-12-2020,13:31,10-12-2020,CD PROJEKT RED SA,PLOPTTC00011,"Kupno 1 CD PROJEKT RED SA@360,8 PLN (PLOPTTC00011)",,PLN,"-360,80",PLN,"-360,80",90eda9bb-cd8f-43b4-ac1a-848f85cb3720
10-12-2020,07:42,09-12-2020,,,FX Withdrawal,,EUR,"11,68",EUR,"1812,65",
10-12-2020,07:42,09-12-2020,,,FX Withdrawal,"4,4346",PLN,"-51,80",PLN,"0,00",
10-12-2020,00:00,09-12-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Zmiana ceny funduszu gotówkowego (EUR),,EUR,"-0,32",EUR,"1800,97",
09-12-2020,19:54,09-12-2020,SNOWFLAKE INC-CLASS A,US8334451098,FX Credit,"1,2050",USD,"366,00",USD,"0,00",dd0361e5-5e63-4635-b691-13acebd0e207
09-12-2020,19:54,09-12-2020,SNOWFLAKE INC-CLASS A,US8334451098,FX Withdrawal,,EUR,"-303,74",EUR,"1801,29",dd0361e5-5e63-4635-b691-13acebd0e207
09-12-2020,19:54,09-12-2020,SNOWFLAKE INC-CLASS A,US8334451098,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"2105,03",dd0361e5-5e63-4635-b691-13acebd0e207
09-12-2020,19:54,09-12-2020,SNOWFLAKE INC-CLASS A,US8334451098,Kupno 1 SNOWFLAKE INC-CLASS A@366 USD (US8334451098),,USD,"-366,00",USD,"-366,00",dd0361e5-5e63-4635-b691-13acebd0e207
09-12-2020,19:26,09-12-2020,TESLA MOTORS INC. - C,US88160R1014,FX Credit,"1,2055",USD,"620,28",USD,"0,00",cdeea54b-452d-40ca-8add-ddc7b909bae9
09-12-2020,19:26,09-12-2020,TESLA MOTORS INC. - C,US88160R1014,FX Withdrawal,,EUR,"-514,54",EUR,"2105,53",cdeea54b-452d-40ca-8add-ddc7b909bae9
09-12-2020,19:26,09-12-2020,TESLA MOTORS INC. - C,US88160R1014,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"2620,07",cdeea54b-452d-40ca-8add-ddc7b909bae9
09-12-2020,19:26,09-12-2020,TESLA MOTORS INC. - C,US88160R1014,"Kupno 1 TESLA MOTORS INC. - C@620,28 USD (US88160R1014)",,USD,"-620,28",USD,"-620,28",cdeea54b-452d-40ca-8add-ddc7b909bae9
09-12-2020,15:53,09-12-2020,,,Wypłata,,PLN,"-900,00",PLN,"51,80",
09-12-2020,15:53,09-12-2020,EUR/PLN,,FX Credit,"4,4275",PLN,"951,80",PLN,"951,80",
09-12-2020,15:53,09-12-2020,EUR/PLN,,FX Withdrawal,,EUR,"-215,00",EUR,"2620,57",
09-12-2020,15:52,09-12-2020,SNOWFLAKE INC-CLASS A,US8334451098,FX Credit,"1,2086",USD,"388,00",USD,"0,00",c959124a-36b1-4e3d-909f-af1e49a0b075
09-12-2020,15:52,09-12-2020,SNOWFLAKE INC-CLASS A,US8334451098,FX Withdrawal,,EUR,"-321,04",EUR,"2835,57",c959124a-36b1-4e3d-909f-af1e49a0b075
09-12-2020,15:52,09-12-2020,SNOWFLAKE INC-CLASS A,US8334451098,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"3156,61",c959124a-36b1-4e3d-909f-af1e49a0b075
09-12-2020,15:52,09-12-2020,SNOWFLAKE INC-CLASS A,US8334451098,Kupno 1 SNOWFLAKE INC-CLASS A@388 USD (US8334451098),,USD,"-388,00",USD,"-388,00",c959124a-36b1-4e3d-909f-af1e49a0b075
09-12-2020,12:28,08-12-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Konwersja funduszu gotówkowego: Zakup 3,758 przy  0,9819 EUR",,,,EUR,"3157,11",
08-12-2020,15:41,04-12-2020,PFIZER INC,US7170811035,Koszt Akcji,,EUR,"3,50",EUR,"3157,11",
08-12-2020,12:03,07-12-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Konwersja funduszu gotówkowego: Zakup 211,162 przy  0,9819 EUR",,,,EUR,"3153,61",
08-12-2020,08:39,07-12-2020,,,FX Withdrawal,,EUR,"0,19",EUR,"3153,61",
08-12-2020,08:39,07-12-2020,,,FX Withdrawal,"4,4723",PLN,"-0,88",PLN,"0,00",
07-12-2020,15:52,07-12-2020,,,Wypłata,,PLN,"-1340,00",PLN,"0,88",
